conv_id	prompt_pl	prompt	context	mood	mood_idx	sentiment	sentiment_idx
hit:3970_conv:7940	Więc wracałem wczoraj do domu ... trochę późno. Było naprawdę ciemno, a potem kaczka przeraziła mnie na śmierć.	So I was coming home last night.. kinda late.  It was really dark and then a duck scared me to death.	terrified	fear	4	bad	1
hit:6226_conv:12453	Wpadłem na samochód mojego męża, ale skłamałem.	I ran into my husband's car but lied about it.	guilty	guilt	6	bad	1
hit:5978_conv:11956	Nie mogę się doczekać dzisiejszego wieczoru. Rozpoczynam dwutygodniowe wakacje!	I can not wait for tonight. I get to start my 2 week vacation!	excited	happiness	0	good	0
hit:12359_conv:24718	Pozwoliłem mojej kuzynce opiekować się psem, kiedy byłem na wakacjach.	I let my cousin look after my dog whilst I went on vacation.	trusting	other_good	2	good	0
hit:7683_conv:15367	Właśnie rozwiodłam się z mężem po 10 latach. Musiałam odejść po latach znęcania się, ale nigdy nie myślałam, że życie samotne byłoby tak nudne.	I just divorced my husband after 10 years. I needed to leave after years of abuse but I never thought living alone would be so boring.	lonely	sadness	5	bad	1
hit:11876_conv:23753	Moja rodzina i przyjaciele zawsze mogą na mnie liczyć. Jako Taurus lojalność jest dla mnie priorytetem nr 1.	My family and friends can always count on me to be there.  As a Taurus, loyalty is the #1 priority for me.	faithful	other_good	2	good	0
hit:12358_conv:24716	Poczułem się nieswojo, patrząc na zbliżającą się kolejkę górską.	I felt uneasy as I looked at the looming rollercoaster.	apprehensive	fear	4	bad	1
hit:5145_conv:10290	Mój przyjaciel ma szczeniaka i chciałem go na zawsze!	My friend got a puppy and I have wanted one forever!	jealous	other_bad	7	bad	1
hit:6943_conv:13887	Czułem się tak, gdy włamano się do naszego domu.	I felt this way when our home was broken into.	terrified	fear	4	bad	1
hit:8575_conv:17151	Widzę, jak wielu facetów podrywa dziewczynę mojego przyjaciela.	I see so many dudes hitting on my friend's girlfriend.	faithful	other_good	2	good	0
6811-10	Jeśli lubisz Synów, na pewno pokochasz Whole Foods.	If you like Sons , then I'm sure you'll love Whole Foods .	no emotion	neutral	8	neutral	2
hit:276_conv:553	Moja mama niedawno zakończyła radioterapię i operację raka piersi. Jestem bardzo wdzięczny, że miała świetnych lekarzy.	My mom recently completed radiation and surgery for breast cancer. I'm so thankful she had great doctors.	grateful	happiness	0	good	0
hit:3928_conv:7856	Przyjeżdża moja siostrzenica i mamy basen. Przez większość swojego dzieciństwa nie miała dostępu do basenu, a reklama nie umie pływać. Jednak bardzo szybko się nad tym zastanawia, a jej pewność siebie rośnie wraz z jej umiejętnościami. Obserwowanie, jak jej umiejętności i pewność siebie rosną, jest bardzo ekscytujące i ona też to czuje.	My niece is visiting and we have a pool.  She has not had access to a pool for most of her childhood ad does not know how to swim.  She is figuring it out very quickly though and her confidence is increasing as her skills do.  It's very exciting to watch her skills and confidence soar and she feels it too.	proud	other_good	2	good	0
hit:2480_conv:4961	Mój syn wygrał konkurs. W ramach jego wygranej musieliśmy udać się na mecz NFL	My son won a contest. As part of him winning we got to go to an NFL game	excited	happiness	0	good	0
hit:391_conv:782	Kilka lat temu ktoś próbował ukraść mój telefon, bo myśleli, że nie patrzę, było to bardzo denerwujące.	A couple years ago someone tried to steal my phone cause they thought I wasnt looking, was super annoying.	angry	anger	3	bad	1
hit:9015_conv:18031	Naprawdę nie lubię, kiedy zamawiam hamburgera bez keczupu, a oni nadal go wkładają.	I really do not like when I order a hamburger with no ketchup and they still put it on.	angry	anger	3	bad	1
hit:7241_conv:14482	Miałem dziś odwiedzić moją babcię!	I was going to visit my grandmother today!	joyful	happiness	0	good	0
hit:7846_conv:15692	Właśnie dowiedziałem się, że jestem w ciąży po latach prób! Miałem tak wiele rozczarowań, ale w końcu to się stało!	I just found out I am pregnant after years of trying! I've had so many disappointments but it's finally happened!	joyful	happiness	0	good	0
hit:8167_conv:16335	Wcześniej ćwiczyłem. Kiedy dotarłem na siłownię, było tam tak wielu ludzi!	I was doing some exercising earlier today. When I made it to the gym there were so many people in there!	annoyed	anger	3	bad	1
hit:2941_conv:5883	Kiedy przypadkowo rozbiłem wazon mojej mamy i skłamałem na ten temat.	When I accidentally broke my moms vase and lied about it.	ashamed	guilt	6	bad	1
hit:7651_conv:15303	Przerobiłem się i kupiłem modne ciuchy.	I got a makeover and bought fashionable clothes.	confident	confidence	1	good	0
hit:12412_conv:24825	Zobaczyłem przerażająco wyglądającego klauna patrzącego na mnie przez okno. Prawie wyskoczyłem ze skóry. Pobiegłem do piwnicy i schowałem się w szafie.	I saw a creepy looking clown peering at me through the window. I almost jumped out of my skin. I ran into my basement and hid in a closet.	afraid	fear	4	bad	1
hit:1643_conv:3286	Nienawidzę, kiedy jestem ignorowany. To sprawia, że czuję się mniej ludzki i bardzo się wściekam!	I hate it when I get ignored. It makes me feel less human and I get very mad!	angry	anger	3	bad	1
hit:968_conv:1936	Wygrałem na loterii w zeszłym tygodniu. Byłem taki szczęśliwy.	I won the lottery last week. I was so happy.	joyful	happiness	0	good	0
7025-1	Widzę . Cóż, teraz możesz go mieć, o ile przyniesiesz go o dziewiątej trzydzieści.	I see . Well , now you can have it as long as you bring it back by nine thirty .	no emotion	neutral	8	neutral	2
hit:117_conv:235	Byłem zadowolony z egzaminu B.	I was content getting a B on my exam.	content	happiness	0	good	0
hit:12346_conv:24692	Mój przyjaciel kupił mi dziś kolację. To sprawiło, że naprawdę go doceniłem	My friend bought me dinner tonight. It made me really appreciate him	grateful	happiness	0	good	0
hit:5054_conv:10108	Mam nadzieję, że w tym roku w mojej drużynie piłkarskiej college'u będę się dobrze spisywać. Idź Buckeyes!	I'm pretty hopeful this year in my college football team to do really well. Go Buckeyes!	hopeful	confidence	1	good	0
hit:11654_conv:23308	W przyszłym tygodniu jadę na wakacje i nie mogę się doczekać!	I am going on vacation next week and can't wait!	excited	happiness	0	good	0
hit:7393_conv:14786	W tym roku straciłem 20 funtów. Myślę, że będę wyglądać świetnie w moim garniturze.	I lost 20 pounds this year. Think I'll look great in my suit.	confident	confidence	1	good	0
hit:10042_conv:20084	Chodzę na zajęcia sztuk walki. Bardzo mnie denerwują. Pewnego dnia musiałem zaprezentować się przed klasą.	I'm taking martial arts classes. They make me very nervous. I had to demo in front of the class the other day.	apprehensive	fear	4	bad	1
hit:3200_conv:6401	Jestem taki szczęśliwy. Dostałem A z mojej klasy online.	I am so happy.  I got an A in my online class.	proud	other_good	2	good	0
3017-6	Nie za duzo . W rzeczywistości nic się tak naprawdę nie dzieje. To jest problem.	No , not much . In fact , nothing ever really happens . That's the trouble .	no emotion	neutral	8	neutral	2
hit:7812_conv:15624	Wydaje mi się, że moja dieta działa na mnie.	My diet seems to work for me.	content	happiness	0	good	0
hit:3040_conv:6081	Pierdnąłem wyspę ze sklepem spożywczym, myśląc, że jestem sam, ale ktoś stał tuż za mną i wąchał to!	I farted down a grocery isle thinking I was alone, but someone was standing right behind me and smelled it!	embarrassed	guilt	6	bad	1
hit:9439_conv:18879	Zgubiłem portfel w domu krewnych z 400 $ gotówki w środku, natychmiast powiedziałem im o sytuacji, a oni pomagają mi go znaleźć i wyraziłem smutek z powodu mojego pecha, kiedy wróciłem następnego dnia, kiedy wrócili do salonu. od razu opowiedziałem, jak zeszłej nocy wzięli udział w loterii, byłem bardzo zdenerwowany i z trudem mogłem ukryć swoje prawdziwe uczucia.	I lost my wallet a t relatives house with $400 cash inside of it, I immediately told them of of situation and they help look me for it and and expressed sorrow for my bad luck when I returned the following day they had bout a living room suit a immediately gave a story of how they one the lottery the night before , I was very upset and could hardly hide my true feelings.	angry	anger	3	bad	1
hit:12391_conv:24782	Kiedy byłem na siłowni, spodnie podarły mi się od tyłu. Źle się z tym czułam.	When I was at gym, my pants has torn from behind. I felt bad about it.	ashamed	guilt	6	bad	1
hit:806_conv:1612	Mój współpracownik niedawno otrzymał awans, o który również się ubiegałem. Ciężko pracowałem nad moją aplikacją, wznowiłem i pisałem, aby otrzymać awans, ale oni to nie dostali. Naprawdę nie jestem z tego powodu zadowolony.	A coworker of mine recently got a promotion that I also applied for. I worked hard on my application and resume and writing to get the promotion, and they got it not me. I am seriously not happy about it.	jealous	other_bad	7	bad	1
hit:11454_conv:22908	Myślałem, że się ożenię. Ale mój narzeczony właśnie zerwał zaręczyny.	I thought I was going to get married. But my fiance just broke off the engagement.	devastated	sadness	5	bad	1
hit:7061_conv:14123	Jestem gotowy na rozpoczęcie poszukiwania pracy.	I am ready for my job search to begin.	prepared	confidence	1	good	0
hit:2066_conv:4133	Kiedyś wyszedłem z pracy i zauważyłem, że ktoś na parkingu przeciął mi jedną oponę. Byłem zaskoczony i zdenerwowany	I got out of work the other day and noticed that someone had slashed one of my tires in the parking lot.  I was taken aback and upset	angry	anger	3	bad	1
hit:11217_conv:22434	Niektóre kaczki, które odwiedzały moje podwórko, miały dzieci. Zostawiłem im dodatkowe jedzenie, aby im pomóc.	Some ducks that visit my back yard had babies. I left them some extra feed to help them.	caring	other_good	2	good	0
hit:8436_conv:16872	Jestem bardzo szczęśliwy, że moja umowa najmu tego mieszkania dobiega końca. Zamierzam przejść do czegoś większego i lepszego	I am so happy my lease is almost up on this apartment. I am going to move into something bigger and better	joyful	happiness	0	good	0
hit:5513_conv:11027	Wyszedłem po pocztę, a pod domem stał wąż. Byłem przerażony.	I went out to get the mail and there was a snake right up against the house. I was freaked out.	afraid	fear	4	bad	1
hit:5618_conv:11237	Moja przyjaciółka straciła pracę. Jednak cieszę się, że spłaciła swojemu domowi.	My friend lost her job. I'm glad she paid off her home though.	grateful	happiness	0	good	0
hit:11012_conv:22024	Dziś był cudowny poranek, słońce świeciło, kiedy spacerowałem z psami, a ja nadal jestem na wakacjach.	It was a gorgeous morning today, the sun was shining as I walked my dogs and I'm still on summer holdiays.	grateful	happiness	0	good	0
10347-3	Czasami wszystko, czego potrzebuje miejsce, to trochę czyszczenia i trochę świeżej farby.	Sometimes all a place needs is a little bit of cleaning and some fresh paint .	no emotion	neutral	8	neutral	2
hit:8736_conv:17472	Jechałem po szkicowej części miasta, żeby podrzucić komputer koledze i wcale nie czułem się bezpiecznie. Bałam się, że zostanę porwany	I was driving in a sketchy part of town to drop a computer off to a friend, and I did not feel safe at all. I was scared I was going to be carjacked	apprehensive	fear	4	bad	1
hit:6402_conv:12804	Właśnie przeprowadziłem się do nowego kraju. Ja nie znam nikogo.	I just moved to a new country. I know no one.	lonely	sadness	5	bad	1
865-1	Tak, byłem tam kilka razy w podróży służbowej. Ale tak naprawdę nigdy nie widziałem wojowników z terakoty, tak jak są poza miastem.	Yes , I ’ Ve been there several times on business trips . But I have never really seen the terra-cotta warriors as it is outside the city .	no emotion	neutral	8	neutral	2
hit:1106_conv:2212	Sąsiad poprosił mnie, żebym opiekowała się ich dzieckiem. Nigdy nie rozmawialiśmy.	My neighbor asked me to babysit their kid. We've never talked.	trusting	other_good	2	good	0
hit:9675_conv:19350	Właśnie dostałem nowe stanowisko po zwolnieniu starego menadżera	Just got a new position after the old manager was fired	apprehensive	fear	4	bad	1
hit:6277_conv:12555	Było dziś tak gorąco i byłam taka spocona. Byłem bardzo zadowolony, że mam w domu świetny klimatyzator!	It was so hot today and I was so sweaty. I was so glad I have a great air conditioner at my house!	grateful	happiness	0	good	0
hit:9339_conv:18679	Naprawdę się denerwuję, kiedy muszę prowadzić.	I really get nervous when I have to drive.	afraid	fear	4	bad	1
939-10	Tak . Rząd ma ograniczone fundusze i musi wykazać, że wykorzystuje je w sposób odpowiedzialny	Yes . The government has limited funds and must show that it is using the money responsibly	no emotion	neutral	8	neutral	2
hit:7262_conv:14524	Byłem szczęśliwy, mogąc zadzwonić do mamy w samą porę na jej urodziny w tym roku. Myślałem, że spóźniłem się o dzień, ale zadzwoniłem w samą porę.	I was happy to call my mom just in time for her birthday this year.   I thought I was a day late but I called right on time.	proud	other_good	2	good	0
hit:10778_conv:21556	Zostałem z moją dziewczyną po związku na odległość	I remained with my girl after a long distance relationship	faithful	other_good	2	good	0
hit:919_conv:1838	Byłem bardzo wdzięczny, gdy mój tata kupił mi pierwszą rękawicę baseballową do małej ligi. To była droga rękawiczka i nie musiał tego robić	I was very grateful when my dad got me my first baseball glove for little league. It was a expensive glove and he did not have to do that	grateful	happiness	0	good	0
hit:803_conv:1606	Pewnego razu rzuciłem wazę ze schodów. Wazon pękł i zrzuciłem winę na psa. Po zrobieniu tego nie czułem się dobrze.	One time i threw a vase down the stairs. The vase broke and i blamed it on the dog. It didn't feel right after doing that.	guilty	guilt	6	bad	1
hit:11098_conv:22197	Zrobiłem sobie paznokcie, wyprostowałem włosy i ubrałem się do kościoła. Czułam się piękna.	I got my nails done, I straighted my hair and dressed up to go to church. I felt beautiful.	confident	confidence	1	good	0
hit:2460_conv:4921	Szczęście, że nie mam planów	Feeling lucky to not have plans	content	happiness	0	good	0
hit:1072_conv:2145	Jestem tak szalony, że szkoła wróciła, korki znów będą straszne.	I am so mad that school is back, traffic will be horrible again.	furious	anger	3	bad	1
hit:9330_conv:18660	Spotkałem się dziś wieczorem z moimi współpracownikami i poszło bardzo dobrze. Czuję się teraz bardzo dobrze w życiu.	I had a get together tonight with my coworkers and it went very well. I'm feeling very good about life right now.	joyful	happiness	0	good	0
hit:11493_conv:22987	Zobaczyłem inną kobietę, która patrzyła na mojego chłopaka od góry do dołu, kiedy stoimy w kolejce do sklepu	I saw another woman looking at my boyfriend up and down while we are in line at the store	jealous	other_bad	7	bad	1
hit:5628_conv:11256	Moja szkoła ma niskie dochody, ale plasujemy się w czołowych 5% w całym stanie.	My school is low income, but we score in the top 5% statewide.	proud	other_good	2	good	0
hit:2254_conv:4509	Przez całe życie byłem zawiedziony przez moich rodziców.	I've been let down my whole life by my parents.	disappointed	sadness	5	bad	1
hit:7914_conv:15828	Znalazłem muchę w mojej sałatce w McDonalds. Byłem obrzydzony!	I found a fly in my salad at McDonalds. I was grossed out!	disgusted	other_bad	7	bad	1
hit:8871_conv:17742	Zjadłem lunch z moim przyjacielem na urodziny. Nie czuję się teraz zbyt dobrze.	Had lunch with my friend for his birthday.  Not feeling too well now.	disgusted	other_bad	7	bad	1
9862-4	Na pewno . Zaraz wracam.	Certainly . I'll be back right away .	no emotion	neutral	8	neutral	2
hit:1524_conv:3048	Dzieci z sąsiedztwa wciąż podbijają mój samochód!	Neighborhood kids keep egging my car!	disgusted	other_bad	7	bad	1
hit:11772_conv:23544	Wejście do nawiedzonego domu na wycieczkę na Halloween. Wszędzie były piły łańcuchowe.	Entering a haunted house for a halloween tour. There was chainsaws everywhere.	terrified	fear	4	bad	1
hit:2464_conv:4928	Nie mogę uwierzyć, że nie otworzyli naszego basenu przez całe lato. Moje dzieci były tak zranione.	I can't believe they didn't open our pool the entire summer. My kids were so hurt.	devastated	sadness	5	bad	1
hit:1253_conv:2506	Zjadłem ostatni biszkopt dziś rano podczas śniadania. Potem przyszło moje dziecko z prośbą o kolejne i poczułem się naprawdę źle. No cóż. Może jutro dam jej coś na poczęstunek.	Ate the last biscuit this morning during breakfast. Then my child came in asking for another one and I felt really bad. Oh well. Maybe I'll get her something as a treat tomorroow.	guilty	guilt	6	bad	1
hit:6308_conv:12616	Mój ulubiony kamień odpadł wczoraj. Nigdy w życiu nie byłem tak zrozpaczony.	My pet rock rolled away yesterday. Never have been so distraught in my life.	devastated	sadness	5	bad	1
hit:5180_conv:10360	Moja rodzina przyjechała aż z Australii i nie mam czasu, żeby ich oprowadzać.	My family came all the way from Australia, and I don't really have time to show them around.	guilty	guilt	6	bad	1
hit:1600_conv:3200	Wylałem kawę na klawiaturę i teraz jest lepka. Jestem taki wściekły!	I spilled my coffee on my keyboard and now it's sticky. I am so furious!	angry	anger	3	bad	1
hit:9774_conv:19549	Jestem gotowy na nową grę pokemon, wygląda na to, że będzie niesamowita	I am ready for the new pokemon game, it looks like it will be amazing	prepared	confidence	1	good	0
6601-8	Pozwól mi spojrzeć na tę torbę. Możesz to otworzyć ?	Let me take a look at this bag . Can you open it ?	no emotion	neutral	8	neutral	2
hit:4691_conv:9382	Zawsze byłem wierny i lojalny wobec mojej dziewczyny od prawie 3 lat	I have always been faithful and loyal to my girlfriend of almost 3 years	faithful	other_good	2	good	0
4353-1	Co powinniśmy wziąć?	What should we take ?	no emotion	neutral	8	neutral	2
hit:7206_conv:14412	Upiory przez dziewczyny są naprawdę irytujące. Mocno mnie przynęcają, a potem nagle mnie nienawidzą.	Getting ghosted by girls is really annoying. They bait me hard and then suddenly hate me.	furious	anger	3	bad	1
hit:3661_conv:7323	Jest taki samotny facet i chciałem, żeby moja przyjaciółka umówiła mnie na randkę z nim = ale w końcu umówiła z nim innego przyjaciela i teraz są razem poważni.	There is this single guy and I wanted my friend to fix me up on a date with him = but she ended up fixing up another friend with him and now they are serious together.	jealous	other_bad	7	bad	1
hit:5087_conv:10175	Byłem dość zazdrosny, kiedy mój brat dostał nową pracę. Po prostu tego chciałem	I was pretty envious when my brother got a new job. I kind of wanted it	jealous	other_bad	7	bad	1
hit:33_conv:67	Moja córka, która boi się wody, tego lata nauczyła się pływać! Nadal jest trochę zdenerwowana, ale ogólnie to uwielbia!	My daughter, who has a fear of water, has learned to swim this summer! She still gets a little nervous, but overall she loves it!	joyful	happiness	0	good	0
5988-4	Moim zdaniem pomarańczowy jest bardzo ładny.	In my opinion , orange is very nice .	no emotion	neutral	8	neutral	2
606-6	Tak, tak, chcę cię zabrać na obiad.	Yes , yes , I want to take you to dinner .	no emotion	neutral	8	neutral	2
hit:6289_conv:12578	Mój właściciel wyznaczył godzinę policyjną dla naszego kompleksu. Teraz lato się skończyło	My landlord posted a curfew for our complex. Its pointless now the summer is over	angry	anger	3	bad	1
hit:9470_conv:18941	Jeśli mam być w związku, potrzebuję dziewczyny, na której mogę polegać, a nie jakiejś szalonej dziewczyny typu zniszczonego towaru	If I'm going to be in a relationship I need girl I can depend on, not some effed up crazy damaged goods type of girl	trusting	other_good	2	good	0
hit:9754_conv:19509	Jakiś koleś ... ponieważ mieszkam w mieście getta ... pomyślałem, że jest w porządku, jeśli zatrzymam się na mojej posesji, piszcząc, dopóki nie wyjdę ... palę jego cygaro z popiołem na moim podjeździe ... Tak mnie wkurza, że są tu ludzie UNCOUTH .	Some dude..because I live in a ghetto city..thought it was okay to pull up on my property beeping until I came out..smoking his cig with ashes in my driveway.. Makes me so angry at how UNCOUTH people are here.	angry	anger	3	bad	1
hit:7587_conv:15174	Moja pierwsza randka była katastrofą	My first date was a disaster	embarrassed	guilt	6	bad	1
hit:6826_conv:13653	Myślę, że skończyłem już mieć dzieci. Trzy to dla mnie dobra kwota	I think I am done having kids now. Three is a good amount for me	content	happiness	0	good	0
hit:2057_conv:4114	Wiem na pewno, że jutro zdam test.	I know for sure I will ace the test tomorrow.	confident	confidence	1	good	0
hit:5231_conv:10463	Naprawdę mam nadzieję, że moi rodzice dotrą do mojego domu w porządku, mieszkają 3 godziny drogi stąd.	I really hope my parents make it to my home ok, they live 3 hours away.	hopeful	confidence	1	good	0
hit:56_conv:112	Dziś są moje urodziny iw ten weekend mam zamiar imprezować!	Today is my birthday and I am going to party this weekend!	excited	happiness	0	good	0
hit:9290_conv:18581	Zjadłem wcześniej całą galon lodów. Czuję się winny z powodu braku samokontroli.	I ate an entire gallon tub of ice cream earlier.  I feel so guilty for my lack of self-control.	ashamed	guilt	6	bad	1
hit:5349_conv:10698	Niedawno zostałem działaczem na rzecz zwierząt. Są czymś więcej niż tylko zwierzętami i zwierzętami domowymi.	I have recent.y become an animal activist. They are more than just animals and pets.	caring	other_good	2	good	0
hit:3909_conv:7818	Moja Babcia, którą absolutnie kocham i jest najlepszą Babcią, wraca do mojego miasta, żeby tu zamieszkać! Nigdy nie myślałem, że to zrobi, ale nie mogę się doczekać!	My Grandma, whom I absolutely love and is the best Grandma, is moving back to my city to live here! I never thought she would but I can't wait!	joyful	happiness	0	good	0
hit:5127_conv:10255	Wkrótce po tym, jak się wprowadziliśmy, włamano się do naszego domu. Dziś nadal jesteśmy ostrożni.	Our home was broken into shortly after we moved in. We are still cautious today.	afraid	fear	4	bad	1
hit:2546_conv:5093	Poszedłem do Mcdonald's i całkowicie zepsuli moje zamówienie. Jestem z tego powodu bardzo zdenerwowany.	I went to Mcdonald's and they totally messed up my order.  I am so upset about it.	disappointed	sadness	5	bad	1
hit:10426_conv:20852	Wybiegłem z domu myśląc, że widziałem ducha	I ran out of the house thinking I saw a ghost	afraid	fear	4	bad	1
hit:7588_conv:15177	Jestem tak gotowa na koniec weekendu, wielki poniedziałek dla mnie.	I am so ready for the weekend to end, big Monday for me.	excited	happiness	0	good	0
hit:5697_conv:11395	W zeszły rok w Boże Narodzenie dostałem wszystko, co chciałem.	On christmas morning last year, i got everything i wanted.	joyful	happiness	0	good	0
1650-1	Tak, dostałem wszystkie jego albumy i większość filmów na DVD. Uwielbiam go . Jest moim idolem.	Yes , I ’ Ve been got all his albums and most of his films on DVD . I adore him . He ’ s my idol .	no emotion	neutral	8	neutral	2
hit:3582_conv:7164	Wściekam się, kiedy widzę lub słyszę o prześladowaniu dzieci. To takie niesprawiedliwe.	I get so mad when I see or hear about kids getting bullied. It is so unfair.	furious	anger	3	bad	1
hit:9372_conv:18744	Pewnego razu byłem w czyimś miejscu, które naprawdę mi się nie podobało. Coś od niego wziąłem i szczerze mówiąc poczułem się naprawdę źle.	One time I was at someone's place that I really didnt like. I took something from him and I felt really bad to be honest.	ashamed	guilt	6	bad	1
hit:11589_conv:23178	Moja mama była chora przez jakiś czas, ale teraz czuje się świetnie, dziękuję!	My mother was sick for a time, but she is now doing great, thank go!	grateful	happiness	0	good	0
hit:852_conv:1705	Jeden z moich przyjaciół zaręczył się. Ciężko mi jest być dla niej szczęśliwym.	One of my friends got engaged. I'm having a hard time being happy for her.	jealous	other_bad	7	bad	1
hit:11013_conv:22027	Kilka tygodni temu pewna pani w mojej pracy dostała awans, o którym myślałem, że dostanę.	A few weeks ago a lady at my job got a promotion i thought i was going to get.	jealous	other_bad	7	bad	1
hit:8864_conv:17728	Niedawno złożyłem podanie na wymarzoną uczelnię. Bardzo chcę się tam dostać	I just recently applied for my dream college. I want to get in very badly	hopeful	confidence	1	good	0
hit:4903_conv:9806	Mój przyjaciel dostał ogromne stypendium	My friend got a huge scholarship	proud	other_good	2	good	0
hit:2869_conv:5738	Czułem się samotny zeszłego lata, kiedy wszyscy moi przyjaciele wyjechali na lato.	I felt alone last summer when my friends were all gone for the summer.	lonely	sadness	5	bad	1
hit:661_conv:1322	Jestem pod wielkim wrażeniem tego, jak bardzo nieznany w piłce nożnej kraj, taki jak Chorwacja, dostał się do finału mistrzostw świata.	I am so impressed by how a very unknown country in soccer like Croatia got to world cup final.	embarrassed	guilt	6	bad	1
hit:6192_conv:12384	Wymieniam dach. To jest takie drogie.	Getting my roof replaced. It's so expensive.	afraid	fear	4	bad	1
hit:10458_conv:20916	Naprawdę bałam się, jak chory jest mój kot i na początku bałam się, że go stracę. Ale weterynarz, do którego ją zabrałem, przeprowadził badania i dowiedział się dokładnie, co jest nie tak z moim kotem.	I was really scared about how sick my cat was and, at first, feared that I would lose him. But the vet I took her to did some research and found out exactly what was wrong with my cat.	trusting	other_good	2	good	0
hit:9352_conv:18704	Moja babcia jest w szpitalu po wypadku samochodowym. Złamała biodro, ale mam nadzieję, że wyzdrowieje. Lekarze dobrze się nią opiekują.	My grandmother is in the hospital after a car accident. She broke her hip, but I hope she will recover. The doctors are taking good care of her.	hopeful	confidence	1	good	0
hit:9028_conv:18056	Mam wizytę u lekarza w czwartek, która trochę mnie zmartwiła	i have a doctor's appointment on thursday that has me a little worried	apprehensive	fear	4	bad	1
hit:12186_conv:24372	Zraniłem się dzisiaj w szyję. Musiałam źle spać i mój słodki mąż zrobił mi masaż karku, żeby pomóc. To było takie słodkie.	I hurt my neck today. I must have slept on it wrong and my sweet husband gave me a neck massage to help. It was so sweet.	grateful	happiness	0	good	0
hit:10002_conv:20005	Zjedzenie czyjegoś ciasta w pracy tylko po to, by zdać sobie sprawę, że już dla nich nie zostało	Eating someone's cake at work only to realize that there wasn't anymore left for them	guilty	guilt	6	bad	1
hit:7516_conv:15033	Kiedy siedziałem na plaży, byłem w niebie	When I was sitting on the beach I was in heaven	content	happiness	0	good	0
hit:821_conv:1642	Uderzyłem się w palec u nogi. Nigdy w życiu nie czułam tyle udręki.	I stubbed my toe. I never felt so much anguish in my life.	sad	sadness	5	bad	1
hit:6280_conv:12560	Brakuje mi kilku dolarów na ważny rachunek, który mam do zapłaty.	I'm a few dollars short for an important bill I have due.	annoyed	anger	3	bad	1
hit:7870_conv:15741	Sprzątałem strych i znalazłem martwego szczura. Obrzydliwy!	I was cleaning out the attic and I found a dead rat. Gross!	disgusted	other_bad	7	bad	1
hit:3742_conv:7484	Niedawno schudłam i czuję się pewniej w kostiumie kąpielowym.	I recently lost some weight and I feel more confident in a bathing suit.	confident	confidence	1	good	0
hit:5677_conv:11354	Oglądałem program telewizyjny, a para brała ślub. Było tak słodkie, że płakałem.	I was watching a TV show and the couple were getting married. It was so sweet that it made me cry.	sad	sadness	5	bad	1
hit:4634_conv:9269	Mój głos był tak donośny, że aż zadrżał ze strachu	My voice was so loud that I made him shiver with fear	guilty	guilt	6	bad	1
hit:7021_conv:14042	Mój najlepszy przyjaciel ma wspaniałe długie rude włosy. Bardzo chciałbym mieć rude włosy, to dosłownie mój ulubiony kolor!	My best friend has gorgeous long red hair.  I so wish I had red hair, it's quite literally my favorite color!	jealous	other_bad	7	bad	1
hit:718_conv:1437	Każdy ma lepszy samochód niż ja. robi mi się niedobrze	Everyone has a better car than I do. it makes me sick	jealous	other_bad	7	bad	1
hit:1117_conv:2234	Mój przyjaciel miał niedawno dziecko, ożenił się i kupił dom. Nadal jestem singlem bez dzieci, mieszkam w mieszkaniu.	My friend recently had a child, got married and bought a house. I'm still single with no kids, living in an apartment.	jealous	other_bad	7	bad	1
hit:5848_conv:11697	Papiernik rzucił gazetę i wybił mi szybę.	The paper boy flung the newspaper and broke my window.	angry	anger	3	bad	1
hit:4489_conv:8978	Zarejestrowałem się na siłownię i otrzymałem kartę członkowską. Jutro zaczynam trening	I have registered to a gym and received my membership card. I am about to start my training tomorrow	joyful	happiness	0	good	0
hit:732_conv:1465	Jestem wdzięczna za tak wspaniałego syna	I'm grateful for having such a wonderful son	grateful	happiness	0	good	0
hit:5246_conv:10492	Mój brat miał mi pomagać w obowiązkach. On tego nie zrobił.	My brother was supposed to help me with my chores. He didn't.	disappointed	sadness	5	bad	1
hit:3709_conv:7419	Mój kot zmarł dziś rano. Miałem ją przez 11 lat.	My cat passed away this morning. I had her for 11 years.	sad	sadness	5	bad	1
hit:4436_conv:8872	Zostałem zaproszony na wycieczkę w zeszłym tygodniu i byłem bardzo szczęśliwy	I got invited to a trip last week and was super  happy	excited	happiness	0	good	0
hit:12387_conv:24775	Któregoś dnia potknąłem się o chodnik, na szczęście nikogo nie było w pobliżu	I tripped over the sidewalk the other day, thankfully no one was around	embarrassed	guilt	6	bad	1
hit:9704_conv:19409	Właśnie złożyłem podanie o nową pracę. Naprawdę liczę, że to dostanę.	I just applied for a new job. I am really counting on getting it.	hopeful	confidence	1	good	0
hit:9327_conv:18654	Byłem w drodze do domu zeszłej nocy, kiedy duża ciężarówka przejechała pod czerwonym światłem i prawie we mnie uderzyła jadąc naprawdę szybko.	I was on the way home last night when a large truck passed under a red light and nearly slammed into me going really fast.	terrified	fear	4	bad	1
hit:1879_conv:3758	Mam nadzieję, że mój nowy dyplom pomoże mi znaleźć lepiej płatną pracę	I am hopeful that my new degree will help me get a better paying job	hopeful	confidence	1	good	0
hit:5413_conv:10826	Ktoś wjechał tyłem do mojej ciężarówki na parkingu	Someone backed into my truck in the parking lot	furious	anger	3	bad	1
